Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
30123.543769,7.14603271,6.28700716,3.38,24429.6881,895246.91,"4277 Cedar St Suite 370, Denver, CO"
92456.650187,4.80222457,3.81883475,2.52,58529.1417,1226882.189,"4700 Cedar St Suite 371, Phoenix, AZ"
33911.169769,8.95333287,7.84243753,4.33,21005.3644,1065039.312,"3922 Hill St Suite 724, Phoenix, AZ"
46705.499758,9.46365568,6.77913428,3.34,65819.0073,1265309.007,"5344 Oak St Suite 860, Atlanta, GA"
44648.985563,7.52775977,8.82922982,5.79,28176.9027,1078653.179,"2990 Washington St Suite 415, Miami, FL"
36626.276061,7.28005585,3.55109944,2.21,58408.3623,911665.712,"9071 Cedar St Suite 885, Atlanta, GA"
74495.292515,5.64583725,6.41315118,3.78,21412.9644,1189734.188,"328 Washington St Suite 233, Boston, MA"
76811.172479,3.48401811,5.83264923,2.72,55689.7222,1166421.979,"3313 Pine St Suite 537, Denver, CO"
61710.279217,2.0265333,8.38296212,4.45,22628.8372,953135.944,"8412 Cedar St Suite 551, Atlanta, GA"
64624.237615,4.63049311,7.9025818,4.11,51015.8303,1167979.72,"7122 Cedar St Suite 498, Dallas, TX"
86753.244522,4.40433409,4.93977504,3.32,53943.1434,1201958.516,"8306 Hill St Suite 563, Miami, FL"
66911.551368,5.19816374,4.02765191,2.14,25030.4396,986866.404,"5766 Maple St Suite 423, Denver, CO"
41616.285396,9.42814739,6.12433213,3.0,61558.7208,1279387.686,"5917 Hill St Suite 852, Seattle, WA"
43514.704013,3.63822961,9.83213097,5.6,67039.0256,1065572.152,"3731 Maple St Suite 912, Seattle, WA"
74880.239747,8.53826001,5.30627519,3.11,23178.6262,1301195.858,"7616 Washington St Suite 469, New York, NY"
39974.854945,8.42102426,8.61239831,4.25,28576.4935,1085165.829,"8657 Washington St Suite 415, Denver, CO"
92146.345207,8.57347754,7.69227638,3.84,63894.3861,1629656.153,"1977 Pine St Suite 433, Seattle, WA"
65891.513175,7.21476865,9.12211002,4.5,29664.0528,1297818.663,"46 Hill St Suite 320, Atlanta, GA"
88427.947706,5.06461096,7.18657614,4.68,47814.4313,1301160.67,"2749 Lincoln St Suite 393, Boston, MA"
84229.552471,3.43188759,9.37579567,4.83,43786.4581,1254843.733,"3186 Maple St Suite 178, Denver, CO"
41446.309662,4.08117937,8.55245906,4.67,26699.8861,893066.191,"7309 Cedar St Suite 850, Dallas, TX"
51733.673888,7.20805683,4.75767091,2.52,60460.6159,1093692.007,"1885 Washington St Suite 775, Phoenix, AZ"
52090.173571,7.42825738,9.79838292,4.88,52582.4899,1299542.21,"3318 Lake St Suite 106, Miami, FL"
83684.114475,5.57404524,7.65383305,3.69,42523.3439,1365935.929,"3745 Washington St Suite 640, Denver, CO"
30387.747551,5.55758816,5.24345639,3.52,47081.8614,811393.453,"1943 Oak St Suite 296, Dallas, TX"
75712.121704,5.47650048,3.91406099,2.77,37756.4131,1156755.654,"1728 Lake St Suite 384, Denver, CO"
58997.556642,9.61011588,3.54020458,2.05,40121.1869,1165752.639,"157 Maple St Suite 837, Denver, CO"
33821.454869,4.16253848,4.90477532,3.5,24058.8219,719468.565,"3038 Washington St Suite 769, Denver, CO"
53951.532034,5.02792082,5.12868557,3.02,62207.8638,1076989.619,"6469 Hill St Suite 863, Atlanta, GA"
91768.353086,7.80093993,7.11564643,3.99,68707.5788,1527884.297,"1370 Oak St Suite 445, New York, NY"
60325.444537,4.59540716,3.14708326,2.0,56327.1289,987787.277,"4866 Washington St Suite 879, Miami, FL"
38209.53594,7.62378976,7.45527522,3.57,61892.862,1145132.232,"6148 Hill St Suite 325, Atlanta, GA"
45380.956296,8.68272434,3.08884874,2.0,63759.8854,1081237.837,"2 Lincoln St Suite 826, Dallas, TX"
74446.167516,8.65710517,4.04253005,2.59,66727.6821,1400399.271,"6191 Maple St Suite 460, New York, NY"
63530.201523,8.86893456,3.35336879,2.0,39865.3805,1215537.97,"7531 Oak St Suite 439, New York, NY"
48843.596714,2.95699909,7.5984364,4.09,62743.3329,1000653.056,"7689 Lincoln St Suite 723, Boston, MA"
77231.31101,2.83127282,7.02679089,4.32,42158.2189,1085688.044,"798 Lincoln St Suite 377, Boston, MA"
87917.808554,8.90397955,4.04702135,2.0,45563.5903,1409842.821,"302 Lincoln St Suite 654, Phoenix, AZ"
79850.47417,5.61854868,6.94229653,3.84,45237.2407,1293924.761,"5706 Washington St Suite 643, Boston, MA"
67652.397514,5.44644093,4.23876753,2.0,66029.8365,1182139.363,"3071 Cedar St Suite 112, New York, NY"
69891.63123,5.52219624,9.29567226,5.79,60718.6748,1307660.905,"1895 Cedar St Suite 972, Seattle, WA"
56925.104869,8.86316306,8.08776272,5.5,61764.4964,1337241.579,"6257 Lincoln St Suite 883, Dallas, TX"
49391.636783,6.28561235,9.34405815,6.04,34688.811,1139538.734,"9980 Maple St Suite 756, Seattle, WA"
61456.623193,5.36112307,5.28236673,2.85,53505.3938,1080627.386,"2748 Cedar St Suite 776, Dallas, TX"
56159.013535,6.56047651,7.47080061,4.21,46934.2188,1179165.649,"1028 Hill St Suite 208, Dallas, TX"
79641.39258,5.04965799,7.06150332,4.98,33788.4125,1209254.143,"7211 Oak St Suite 411, Boston, MA"
81356.179128,4.25137714,4.83203595,2.4,54117.6956,1169431.707,"9910 Cedar St Suite 731, Phoenix, AZ"
93544.954143,5.95611069,6.95243311,4.72,63268.6622,1459231.348,"1191 Pine St Suite 544, New York, NY"
31477.607888,6.00426268,9.95424855,4.6,22499.0159,911777.203,"1190 Lake St Suite 415, Dallas, TX"
60022.953248,7.10949012,9.09760805,5.32,25141.324,1253444.552,"7645 Pine St Suite 955, Phoenix, AZ"
41423.456951,2.01566907,9.22003263,5.19,47855.9983,941004.684,"5647 Pine St Suite 386, New York, NY"
47846.167189,7.18026581,6.39169211,3.28,68748.4827,1180043.808,"5281 Lincoln St Suite 280, Phoenix, AZ"
99892.563153,2.26785441,3.41103886,2.33,23225.0035,1108994.234,"1514 Lincoln St Suite 455, Boston, MA"
42465.131537,3.2186474,5.17080938,3.15,66495.1595,817040.277,"6871 Lake St Suite 760, Dallas, TX"
72701.502136,6.71836775,8.89965707,4.26,66610.183,1442729.52,"9816 Oak St Suite 184, New York, NY"
39539.987968,8.88961719,5.82460879,3.71,66613.2271,1182383.014,"2194 Pine St Suite 553, Atlanta, GA"
78815.086806,5.78780061,6.72052654,3.61,62516.6963,1358243.555,"3847 Hill St Suite 859, Denver, CO"
48474.354326,7.55299808,4.79247586,2.36,24570.1676,1037971.272,"8563 Oak St Suite 220, Dallas, TX"
51934.466402,8.86155405,6.34101618,3.37,58933.8408,1241738.077,"1682 Cedar St Suite 737, Denver, CO"
98786.962373,8.44787735,4.73892926,2.23,30239.1222,1445168.461,"5925 Oak St Suite 616, Seattle, WA"
72685.551976,3.93770624,6.23991855,2.95,60790.5472,1230552.842,"3611 Pine St Suite 385, Seattle, WA"
47578.072912,3.15796114,8.1713389,4.4,59884.0337,1069046.834,"7907 Washington St Suite 433, Boston, MA"
41604.634737,2.05190071,4.38094751,2.78,20950.2519,625382.049,"5337 Hill St Suite 837, New York, NY"
99931.223337,4.43855797,6.62966889,3.51,34630.2991,1366537.164,"7797 Pine St Suite 631, Boston, MA"
43102.735621,7.87736889,6.65097076,3.33,48827.0068,1151465.008,"382 Washington St Suite 997, Miami, FL"
74102.556071,4.88961165,6.54647897,3.7,30879.2869,1117875.147,"319 Oak St Suite 476, Denver, CO"
67694.44331,8.61135982,3.95118052,2.61,30143.0364,1191170.485,"6698 Lincoln St Suite 482, New York, NY"
34446.136623,4.96073885,8.95080001,4.69,42461.8475,950122.656,"401 Cedar St Suite 955, Phoenix, AZ"
83688.426887,8.63545012,9.12088125,4.24,42191.417,1595214.016,"8927 Washington St Suite 316, Atlanta, GA"
36282.471914,9.89796951,9.9131983,5.3,43626.9653,1236614.059,"8602 Oak St Suite 982, Denver, CO"
47372.107546,3.47448871,9.54521268,5.19,69813.5638,1106031.626,"3654 Washington St Suite 920, Denver, CO"
61703.062938,7.9820297,8.91526437,4.44,44336.0358,1293217.95,"6373 Lake St Suite 925, Phoenix, AZ"
53252.266332,3.26825915,5.29384349,3.1,66966.536,992481.23,"3368 Lake St Suite 890, Boston, MA"
88178.49344,7.41285773,8.59987429,5.71,48288.8665,1538550.227,"6335 Maple St Suite 314, New York, NY"
61329.761559,6.4720072,9.17670877,5.4,65791.4106,1288082.76,"3317 Lake St Suite 448, Dallas, TX"
32585.697298,5.07467912,8.94237485,5.73,56022.0902,999388.093,"2309 Maple St Suite 490, Miami, FL"
98205.019092,6.13037336,8.11443805,5.75,54700.8274,1494494.918,"8117 Maple St Suite 868, New York, NY"
47182.650041,7.20742757,7.4378409,4.41,49924.8417,1143839.475,"6803 Pine St Suite 423, New York, NY"
78060.638537,5.06655506,5.10057759,3.37,35955.1915,1119894.394,"9543 Oak St Suite 793, Boston, MA"
83376.866819,6.20227898,3.64233492,2.0,43019.4901,1220877.369,"4626 Pine St Suite 309, Boston, MA"
31796.697729,8.23965478,5.89797184,4.14,52507.6835,1062275.893,"4690 Lake St Suite 900, Phoenix, AZ"
44659.412624,8.66124728,3.94031539,2.64,29920.2015,1006161.22,"7071 Lincoln St Suite 607, Boston, MA"
44868.971858,6.47254871,9.6695202,4.79,23632.8322,1053556.396,"8263 Oak St Suite 920, Phoenix, AZ"
46305.452629,9.13525899,7.88899954,5.49,49563.6445,1212818.564,"7684 Lincoln St Suite 437, Boston, MA"
65882.958771,8.29682513,4.23603568,2.3,47806.97,1242524.676,"8612 Lincoln St Suite 385, Atlanta, GA"
41629.216536,2.73196862,9.67566142,4.58,25239.8455,883878.591,"2614 Washington St Suite 465, Atlanta, GA"
51641.862669,2.05896087,3.40083294,2.0,25344.4092,741187.842,"7337 Oak St Suite 415, Miami, FL"
79227.54591,8.9493022,6.45751008,3.91,47222.1884,1458257.533,"1506 Maple St Suite 645, Denver, CO"
72772.330246,3.33405852,5.9015352,4.16,33085.6265,1030996.624,"7431 Pine St Suite 997, Boston, MA"
36260.157963,9.1055418,3.72045682,2.0,31262.3357,978733.645,"697 Oak St Suite 945, Dallas, TX"
62177.855761,7.27049105,4.26610618,2.57,31275.1247,1112019.659,"3195 Oak St Suite 176, Seattle, WA"
76375.310134,9.63991887,4.23638897,2.04,52633.689,1386446.813,"9176 Maple St Suite 952, Phoenix, AZ"
30341.963285,8.92462742,8.28897141,4.85,39375.7851,1104791.386,"6603 Oak St Suite 576, Atlanta, GA"
39997.79584,5.92741937,3.25428708,2.0,38223.0722,824701.627,"9362 Oak St Suite 544, Seattle, WA"
78292.585969,9.09935509,5.45581551,3.43,30340.4635,1429857.279,"3072 Washington St Suite 235, Denver, CO"
98189.36739,2.28533866,8.90158064,4.78,38893.3037,1337395.634,"1959 Lincoln St Suite 350, New York, NY"
91494.017859,4.90548865,3.52232764,2.0,36896.3217,1220546.404,"481 Washington St Suite 553, Seattle, WA"
33857.713495,8.91839456,7.10543639,3.31,59644.4467,1189196.611,"4808 Oak St Suite 589, Phoenix, AZ"
36535.439675,8.73981894,5.36577409,2.82,40980.3624,1027178.26,"818 Cedar St Suite 914, Boston, MA"
45770.144956,9.84240779,9.69156592,5.74,33897.5204,1309070.148,"3626 Maple St Suite 702, Denver, CO"
91151.497925,2.1554632,3.08164745,2.0,34922.2203,1009709.462,"7998 Hill St Suite 144, Dallas, TX"
79935.775188,5.44419697,4.68817744,3.13,39566.4318,1215131.136,"90 Oak St Suite 330, Phoenix, AZ"
83797.666984,9.23217702,5.59117855,2.7,45543.5622,1443756.975,"4759 Washington St Suite 980, Phoenix, AZ"
74998.30083,2.46923483,6.51403159,3.24,65742.8677,1106198.344,"349 Pine St Suite 318, Miami, FL"
30153.343951,5.00241816,5.4363998,2.89,47377.3644,797708.578,"260 Maple St Suite 972, Atlanta, GA"
83594.589341,2.25874999,9.78325002,6.5,69156.241,1296879.297,"9477 Pine St Suite 499, Atlanta, GA"
63121.227357,4.83455591,3.14628888,2.0,64269.8562,1018833.199,"8442 Lake St Suite 300, Boston, MA"
54204.367099,6.30345016,8.20430698,4.3,61581.2294,1183420.082,"8177 Pine St Suite 110, Miami, FL"
92178.402321,4.05673127,9.78884655,5.31,44308.5899,1455022.718,"6283 Hill St Suite 332, Phoenix, AZ"
64152.04865,8.01664438,3.6187114,2.22,27132.8103,1082070.246,"7685 Maple St Suite 802, Atlanta, GA"
95636.347314,4.69692613,3.45098557,2.11,49023.4053,1217761.356,"835 Oak St Suite 248, New York, NY"
98604.397102,7.75119302,5.4506435,3.07,68694.1037,1629288.853,"6959 Lake St Suite 238, Atlanta, GA"
78154.923988,6.74802454,4.42189943,2.32,21901.0555,1183385.216,"8532 Pine St Suite 367, Denver, CO"
33968.056255,6.17213369,4.84881488,2.78,34856.3767,844500.661,"676 Pine St Suite 956, Seattle, WA"
59283.973503,5.51752211,3.78642015,2.62,41394.6004,1013759.119,"5499 Hill St Suite 307, Dallas, TX"
43174.528761,7.94402171,6.15074731,3.97,29335.4734,1061671.248,"462 Hill St Suite 406, Dallas, TX"
64425.051703,4.12722764,3.22106168,2.0,68873.2565,1029492.955,"9001 Lake St Suite 667, Miami, FL"
68759.667113,5.56489081,7.29495364,4.65,62391.1943,1263358.919,"6654 Maple St Suite 126, Miami, FL"
86094.702489,5.38627843,7.62671387,4.53,67611.1617,1427613.593,"6272 Lake St Suite 495, Phoenix, AZ"
80459.684719,8.6937446,9.99980153,5.88,43176.8159,1557142.043,"5827 Washington St Suite 273, Denver, CO"
92927.272121,6.44064476,9.45186159,6.5,54025.0109,1475492.368,"5009 Cedar St Suite 913, Miami, FL"
54932.751825,9.0622952,9.16441035,4.92,28531.5885,1207387.381,"7077 Maple St Suite 108, Miami, FL"
66467.692734,7.02914425,8.35296985,5.62,31920.8625,1249118.381,"5466 Pine St Suite 111, Seattle, WA"
42996.04748,9.40399383,9.0831682,4.95,40470.2926,1233888.265,"9248 Maple St Suite 649, Dallas, TX"
90276.995441,6.50238513,8.98071331,6.29,37444.4643,1436050.679,"9908 Oak St Suite 970, Denver, CO"
43633.321159,9.7660686,6.42290363,3.04,56697.6103,1230142.539,"8869 Cedar St Suite 931, New York, NY"
45889.791543,9.21005717,5.02656408,3.39,41538.2936,1066943.451,"9708 Pine St Suite 812, Dallas, TX"
70717.283864,7.1735257,8.14118248,4.9,62229.923,1396181.943,"1664 Lincoln St Suite 135, Denver, CO"
98478.873253,4.34589904,9.37908932,5.7,66810.3378,1513727.219,"9685 Maple St Suite 416, Seattle, WA"
65688.430233,8.38785144,6.29577048,3.42,35259.4292,1325868.994,"1908 Hill St Suite 862, Denver, CO"
58920.619523,5.39688501,5.20124649,2.44,51246.5866,1061167.374,"6701 Cedar St Suite 268, Atlanta, GA"
45290.805561,9.70631828,9.63439084,5.38,22144.516,1238354.532,"1292 Oak St Suite 434, Boston, MA"
58384.978649,4.56915764,8.64029045,5.81,66820.7539,1203716.277,"3133 Oak St Suite 559, Boston, MA"
66285.435823,8.84739746,4.05219187,2.18,45350.7478,1257452.453,"6303 Maple St Suite 756, Boston, MA"
32337.533647,4.83377968,8.04683899,5.48,25163.7174,847661.6,"4392 Pine St Suite 986, Seattle, WA"
59943.199176,3.92252007,4.75246839,2.46,43124.8238,953413.648,"8751 Oak St Suite 168, Seattle, WA"
97899.178529,6.20425314,4.8395561,2.97,29422.1109,1367393.738,"1955 Washington St Suite 867, Miami, FL"
58983.803978,2.52303631,8.18312561,5.02,39087.6014,965827.659,"2795 Oak St Suite 555, Seattle, WA"
47873.693498,6.30942151,9.20078245,4.6,56649.2913,1181186.723,"5303 Hill St Suite 912, Boston, MA"
90957.501392,5.61651509,9.56070715,6.15,52595.3596,1509744.182,"6496 Hill St Suite 706, Miami, FL"
58316.747384,3.85115364,7.4596163,5.27,47271.8727,1008765.43,"4400 Cedar St Suite 661, Seattle, WA"
33174.318587,4.3857055,7.67527026,4.31,56790.0088,868808.674,"1705 Washington St Suite 482, Boston, MA"
30684.151026,6.2361204,3.33067663,2.0,67199.959,900631.217,"619 Pine St Suite 388, Phoenix, AZ"
96360.274987,8.45143251,4.2920827,2.36,28523.648,1405604.857,"1075 Lincoln St Suite 310, Phoenix, AZ"
78473.70905,2.2718743,9.5754173,5.22,30876.5016,1185278.804,"1282 Lake St Suite 677, Seattle, WA"
78268.319939,6.13023526,4.32989648,2.03,58155.7044,1206861.997,"9658 Cedar St Suite 632, New York, NY"
51387.017546,2.05404184,4.6044621,2.28,52109.4221,836532.282,"9301 Maple St Suite 770, Dallas, TX"
58128.872216,5.92066571,4.78550224,3.09,43863.8625,1032065.179,"9190 Washington St Suite 668, Dallas, TX"
44242.540013,3.87092822,8.09641814,4.22,64402.5877,1040695.783,"9149 Maple St Suite 671, Dallas, TX"
55464.508863,9.18458457,7.6141357,4.92,54418.753,1351031.161,"8765 Cedar St Suite 134, Miami, FL"
36186.085969,5.18020204,3.44421762,2.39,31926.093,746495.195,"7759 Lincoln St Suite 513, New York, NY"
40817.835374,5.94493552,7.1849351,5.09,27993.2091,943995.741,"4111 Maple St Suite 103, Denver, CO"
78638.408796,3.98544977,3.61653324,2.03,23726.8665,980181.871,"7279 Cedar St Suite 716, Denver, CO"
93399.51444,6.53859658,9.5923742,4.37,58854.7002,1582052.094,"2544 Pine St Suite 906, Atlanta, GA"
75237.358785,6.13514037,4.91726431,2.65,32496.3789,1153477.873,"6910 Pine St Suite 348, Miami, FL"
32991.627237,3.33914617,5.10358457,2.82,24956.647,733075.045,"1401 Hill St Suite 542, Miami, FL"
46183.925566,2.41588645,7.86513896,4.37,21467.9272,815091.327,"8049 Oak St Suite 186, Phoenix, AZ"
79262.787319,2.61968069,4.05291053,2.0,20043.7704,945411.755,"4831 Lincoln St Suite 207, Miami, FL"
32600.383901,6.49472983,8.30096946,5.52,47424.9481,995109.826,"3045 Cedar St Suite 935, Atlanta, GA"
68117.686847,9.80128453,5.98009954,4.11,66333.4155,1457241.455,"2129 Lincoln St Suite 570, Boston, MA"
31773.371542,5.32811886,8.30653731,4.4,52508.0058,960941.45,"3936 Washington St Suite 670, New York, NY"
59865.048715,8.18083826,5.0424425,2.57,49683.1763,1222635.346,"4113 Cedar St Suite 525, Boston, MA"
95204.257887,3.94946698,4.72613047,2.37,61639.5997,1298373.052,"8310 Lake St Suite 462, Seattle, WA"
53985.764934,5.62309345,8.00132851,3.79,38109.58,1115885.226,"2263 Lake St Suite 447, Seattle, WA"
58979.895526,6.28578454,7.76798598,3.8,65599.519,1264538.454,"8870 Pine St Suite 294, Boston, MA"
32627.211062,3.04421599,4.86885282,3.47,37570.3693,709270.618,"6389 Lincoln St Suite 755, New York, NY"
40878.401685,9.88875481,8.68408425,5.64,36643.3255,1259284.427,"1174 Washington St Suite 877, Dallas, TX"
80629.908593,9.70027418,6.067109,3.51,58202.8301,1502660.92,"9652 Lake St Suite 102, Seattle, WA"
88382.462006,6.0634253,8.73606622,4.03,35201.011,1411925.52,"2569 Washington St Suite 725, New York, NY"
65875.524738,5.00258173,5.23315091,3.5,46200.463,1090831.096,"1666 Lincoln St Suite 103, Atlanta, GA"
89357.391453,7.97033569,4.44884765,2.19,53920.8577,1435168.545,"529 Pine St Suite 792, Atlanta, GA"
85603.894038,6.70442309,4.27127583,2.01,23297.9607,1282349.33,"6612 Hill St Suite 559, Denver, CO"
55542.144867,5.79822667,6.64999041,4.24,27423.0714,1044131.177,"8117 Oak St Suite 903, Denver, CO"
57600.601495,8.97158855,5.36168759,3.25,30509.0359,1184825.549,"4651 Maple St Suite 152, Boston, MA"
30464.063618,2.22945409,6.02113061,3.53,25821.8145,677312.419,"1096 Hill St Suite 298, Dallas, TX"
60835.367266,5.24699998,8.63154264,5.64,34593.5575,1104294.398,"6137 Washington St Suite 715, Atlanta, GA"
79166.62545,2.73122332,3.59235237,2.29,57957.3609,1108492.849,"7399 Hill St Suite 569, Denver, CO"
89286.997582,4.89551152,5.75239182,4.07,47829.7187,1258374.724,"4397 Pine St Suite 527, New York, NY"
56090.530184,3.88373595,6.67423612,4.37,51482.3632,989452.959,"7131 Washington St Suite 486, New York, NY"
68271.445403,8.25115239,9.5612389,4.66,25765.7493,1346736.76,"7640 Hill St Suite 629, New York, NY"
50191.336479,4.31300888,3.13755724,2.0,31152.8516,804960.865,"5467 Maple St Suite 241, Boston, MA"
38465.784293,6.51004683,4.68793551,2.66,22826.1601,893160.607,"2699 Pine St Suite 770, Seattle, WA"
91542.170208,6.80528424,7.81492414,4.78,67187.6714,1555180.119,"3233 Lake St Suite 970, Denver, CO"
53125.121878,5.51620982,7.27581307,5.11,22046.0078,1014547.738,"3040 Hill St Suite 510, Boston, MA"
84714.92931,8.82079642,6.89910801,4.58,32477.066,1431165.106,"6867 Hill St Suite 557, Seattle, WA"
60944.231218,2.58960901,7.76707414,5.22,59375.0668,1067561.015,"4667 Maple St Suite 341, Boston, MA"
63997.731595,5.86620444,5.657519,3.16,38063.5571,1073753.261,"3306 Pine St Suite 836, Miami, FL"
48991.685442,6.81181683,6.35608004,3.58,49467.6663,1077128.242,"7728 Hill St Suite 436, Atlanta, GA"
70783.471605,2.94615995,3.9252663,2.0,35286.9405,955868.545,"2675 Lake St Suite 405, Seattle, WA"
69187.241679,7.89412311,3.96773062,2.0,42343.5932,1220519.054,"9363 Lake St Suite 223, Seattle, WA"
77256.372699,5.09505495,4.88675316,2.66,41321.6811,1074490.047,"6404 Oak St Suite 631, Atlanta, GA"
66275.19734,3.85556117,9.3903833,4.29,34850.9019,1156702.803,"8835 Cedar St Suite 431, New York, NY"
82211.971735,9.19327656,4.99711605,3.46,34072.5891,1376242.907,"3052 Lincoln St Suite 154, Atlanta, GA"
39639.507572,4.40125562,5.40512805,3.55,48036.0123,894458.757,"1045 Oak St Suite 716, Denver, CO"
47678.142877,8.61771713,4.14176624,2.33,65241.5362,1069585.012,"4026 Maple St Suite 358, Boston, MA"
85849.283937,3.91386982,6.82296812,3.12,67031.4011,1348013.77,"508 Cedar St Suite 421, Boston, MA"
66623.608667,6.7866405,7.82466145,4.03,20930.1545,1191090.58,"8107 Lincoln St Suite 570, New York, NY"
92345.247718,5.7575353,3.2058208,2.06,52702.4,1268693.118,"3531 Pine St Suite 430, Boston, MA"
97788.654092,5.61480098,7.28370431,3.31,69620.4572,1520940.108,"6463 Cedar St Suite 194, Atlanta, GA"
84439.475341,2.53638932,5.82278663,3.38,56555.9241,1147296.496,"8643 Washington St Suite 171, Boston, MA"
93142.559501,8.3642468,8.3592267,4.88,59556.0244,1630781.986,"3243 Pine St Suite 862, Boston, MA"
39087.798381,7.4787169,7.30480514,4.21,21361.2943,1003812.826,"4143 Washington St Suite 506, Denver, CO"
86641.225053,4.21444175,6.40557712,4.5,35640.0938,1203332.1,"4071 Lake St Suite 676, Denver, CO"
50108.492875,3.05564827,7.56929107,4.44,22419.8334,893923.87,"8862 Oak St Suite 968, Dallas, TX"
79044.169056,8.91229484,7.31020047,3.45,65894.3957,1535637.942,"387 Pine St Suite 942, New York, NY"
54874.52952,8.86793747,5.24941976,3.22,37744.744,1176902.333,"8596 Washington St Suite 733, Boston, MA"
71906.786731,2.306782,3.55741787,2.32,30923.9199,957708.458,"2180 Lake St Suite 114, Phoenix, AZ"
92463.928064,2.98264807,5.19282491,2.94,45701.4639,1239023.535,"4373 Pine St Suite 573, Boston, MA"
66208.871448,9.80847954,3.65237055,2.0,44018.7434,1297246.781,"9350 Cedar St Suite 923, Seattle, WA"
45834.013125,8.63171979,6.05122643,2.92,35535.647,1073183.256,"2535 Oak St Suite 195, Phoenix, AZ"
47954.836009,4.56385883,5.75616757,3.38,40708.4551,950953.62,"2872 Hill St Suite 154, Boston, MA"
49693.935846,2.11111845,3.54469228,2.15,51815.7795,739244.971,"7977 Cedar St Suite 784, Miami, FL"
74690.841277,4.9488151,3.9838747,2.48,69958.2024,1146089.108,"5932 Lake St Suite 539, Dallas, TX"
38923.212419,7.27272015,3.43088552,2.0,47082.1531,979908.136,"6740 Lincoln St Suite 791, Miami, FL"
60491.52589,4.42171894,3.36259769,2.0,67172.3392,1021999.33,"8359 Maple St Suite 407, Seattle, WA"
87914.828609,9.85664262,5.37755331,2.62,33107.4517,1442782.99,"2952 Hill St Suite 744, Boston, MA"
38776.033134,9.8835561,7.67845925,4.42,57397.2549,1285678.689,"8376 Maple St Suite 955, Seattle, WA"
84751.961358,9.9929696,4.98607824,2.53,59754.4564,1531727.753,"1196 Cedar St Suite 856, Phoenix, AZ"
84223.30121,5.70558892,4.91246333,3.34,63472.1599,1300655.083,"8777 Pine St Suite 785, Phoenix, AZ"
33625.350394,4.76613979,9.53639357,4.73,40883.3965,990583.899,"5757 Maple St Suite 234, New York, NY"
58106.17494,2.18466906,7.39133881,4.24,24785.5681,947072.535,"9698 Lincoln St Suite 323, Atlanta, GA"
40887.4088,3.90720944,3.00741173,2.01,46757.2452,747161.75,"6203 Lake St Suite 333, Phoenix, AZ"
49002.570528,8.67140429,3.89398708,2.76,36020.8539,1056884.491,"2702 Cedar St Suite 210, Denver, CO"
95386.161467,2.38264954,6.30521394,3.51,20754.6238,1152181.536,"5608 Cedar St Suite 695, New York, NY"
89439.258372,3.91915451,4.90096753,2.47,51622.5112,1284480.109,"2607 Washington St Suite 245, New York, NY"
92552.446225,7.45085283,8.38280697,4.95,37309.5964,1494072.631,"6269 Pine St Suite 617, Phoenix, AZ"
72489.973194,4.97174051,8.5766053,4.32,42128.6027,1234324.592,"3760 Cedar St Suite 716, Phoenix, AZ"
44526.458494,2.23587487,7.77427088,5.31,46974.8228,813705.831,"8331 Hill St Suite 880, Atlanta, GA"
68286.164707,6.24603849,4.30764757,2.05,67011.9982,1269281.067,"5573 Lincoln St Suite 284, Seattle, WA"
72279.929975,6.14745797,3.08481981,2.0,48042.7253,1138644.651,"9216 Washington St Suite 933, Denver, CO"
74181.381204,6.70810591,8.3681293,4.6,40210.6121,1350603.007,"291 Lincoln St Suite 871, Phoenix, AZ"
53903.077475,5.35643966,7.68520029,3.96,38859.4489,1039158.58,"7664 Oak St Suite 314, Miami, FL"
61325.636707,9.51434997,8.65063285,4.79,37834.0489,1352400.883,"9499 Oak St Suite 780, Miami, FL"
32418.942779,4.731211,9.87057748,4.64,22282.2847,919081.226,"6560 Oak St Suite 573, Phoenix, AZ"
44570.998852,2.16695748,5.79230235,3.6,46648.3483,765737.736,"2749 Oak St Suite 252, Phoenix, AZ"
74038.44316,4.04320209,9.27277045,5.74,54103.355,1274669.151,"3859 Maple St Suite 687, Atlanta, GA"
35649.459091,6.33135758,7.36899878,3.8,26039.6303,957864.766,"6514 Lincoln St Suite 284, Dallas, TX"
81448.208151,6.94708012,7.41138806,3.46,64660.3464,1500576.309,"1353 Washington St Suite 525, Boston, MA"
49221.072375,2.5302518,3.204336,2.0,30993.7516,732653.118,"6008 Pine St Suite 817, New York, NY"
68059.563021,2.85117483,7.79284636,3.68,57555.6444,1159620.634,"188 Oak St Suite 177, Boston, MA"
35603.77251,8.92634353,4.54844468,3.09,27916.9001,957514.881,"8066 Lake St Suite 171, Boston, MA"
91339.582625,7.69073586,4.8745448,2.26,47491.9943,1426252.798,"397 Lake St Suite 251, Seattle, WA"
36749.585702,5.92588217,4.48581829,2.16,35034.868,865132.301,"4601 Lincoln St Suite 218, New York, NY"
56654.583092,8.32582238,3.42914859,2.0,52194.7747,1123725.541,"8052 Lincoln St Suite 641, Miami, FL"
35067.981093,2.97799024,3.82514807,2.64,28047.0543,612536.534,"4215 Lincoln St Suite 735, New York, NY"
80849.050636,7.24241865,6.19270127,3.12,58369.7932,1378272.59,"4448 Lincoln St Suite 753, Boston, MA"
